,Unnamed: 0,Unnamed: 0.1,ExpID,DataSetID,wellID,treatment,conc_uM,Medium,plateID,tp,tp.live,measurement,obj,cell_line,mitoT_conc,Plate_type,size,extra_zoom,In_Focuse,id,picture,wellID2,info_for_ws170,channel_mitotracker,grayMitoImages,segmentedMitoImages,clusifiedMitoImages
63,63,397,WS032,WS032_1,B03,DMEM,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,199,2,B03_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/B03_2/20161219_screenstar_xy04c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_B03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_B03_2_TP.png
64,64,398,WS032,WS032_1,B04,DMEM,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,200,1,B04_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/B04_1/20161219_screenstar_xy05c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_B04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_B04_1_TP.png
65,65,399,WS032,WS032_1,B04,DMEM,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,200,2,B04_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/B04_2/20161219_screenstar_xy06c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_B04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_B04_2_TP.png
66,66,400,WS032,WS032_1,B05,DMEM,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,201,1,B05_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/B05_1/20161219_screenstar_xy07c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_B05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_B05_1_TP.png
67,67,401,WS032,WS032_1,B05,DMEM,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,201,2,B05_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/B05_2/20161219_screenstar_xy08c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_B05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_B05_2_TP.png
68,68,414,WS032,WS032_1,C02,DMSO,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,208,1,C02_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/C02_1/20161219_screenstar_xy15c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_C02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_C02_1_TP.png
69,69,415,WS032,WS032_1,C02,DMSO,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,208,2,C02_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/C02_2/20161219_screenstar_xy16c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_C02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_C02_2_TP.png
70,70,416,WS032,WS032_1,C03,DMSO,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,209,1,C03_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/C03_1/20161219_screenstar_xy13c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_C03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_C03_1_TP.png
71,71,417,WS032,WS032_1,C03,DMSO,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,209,2,C03_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/C03_2/20161219_screenstar_xy14c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_C03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_C03_2_TP.png
72,72,418,WS032,WS032_1,C04,DMSO,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,210,1,C04_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/C04_1/20161219_screenstar_xy11c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_C04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_C04_1_TP.png
73,73,419,WS032,WS032_1,C04,DMSO,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,210,2,C04_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/C04_2/20161219_screenstar_xy12c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_C04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_C04_2_TP.png
74,74,420,WS032,WS032_1,C05,DMSO,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,211,1,C05_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/C05_1/20161219_screenstar_xy09c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_C05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_C05_1_TP.png
75,75,421,WS032,WS032_1,C05,DMSO,0.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,211,2,C05_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/C05_2/20161219_screenstar_xy10c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_C05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_C05_2_TP.png
76,76,434,WS032,WS032_1,D02,antimcyin,20.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,218,1,D02_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/D02_1/20161219_screenstar_xy17c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_D02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_D02_1_TP.png
77,77,435,WS032,WS032_1,D02,antimcyin,20.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,218,2,D02_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/D02_2/20161219_screenstar_xy18c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_D02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_D02_2_TP.png
78,78,436,WS032,WS032_1,D03,antimcyin,20.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,219,1,D03_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/D03_1/20161219_screenstar_xy19c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_D03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_D03_1_TP.png
79,79,437,WS032,WS032_1,D03,antimcyin,20.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,219,2,D03_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/D03_2/20161219_screenstar_xy20c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_D03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_D03_2_TP.png
80,80,438,WS032,WS032_1,D04,antimcyin,2.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,220,1,D04_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/D04_1/20161219_screenstar_xy21c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_D04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_D04_1_TP.png
81,81,439,WS032,WS032_1,D04,antimcyin,2.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,220,2,D04_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/D04_2/20161219_screenstar_xy22c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_D04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_D04_2_TP.png
82,82,440,WS032,WS032_1,D05,antimcyin,2.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,221,1,D05_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/D05_1/20161219_screenstar_xy23c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_D05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_D05_1_TP.png
83,83,441,WS032,WS032_1,D05,antimcyin,2.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,221,2,D05_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/D05_2/20161219_screenstar_xy24c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_D05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_D05_2_TP.png
84,84,454,WS032,WS032_1,E02,oligomycin,50.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,228,1,E02_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/E02_1/20161219_screenstar_xy31c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_E02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_E02_1_TP.png
85,85,455,WS032,WS032_1,E02,oligomycin,50.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,228,2,E02_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/E02_2/20161219_screenstar_xy32c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_E02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_E02_2_TP.png
86,86,456,WS032,WS032_1,E03,oligomycin,50.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,229,1,E03_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/E03_1/20161219_screenstar_xy29c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_E03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_E03_1_TP.png
87,87,457,WS032,WS032_1,E03,oligomycin,50.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,229,2,E03_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/E03_2/20161219_screenstar_xy30c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_E03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_E03_2_TP.png
88,88,458,WS032,WS032_1,E04,oligomycin,5.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,230,1,E04_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/E04_1/20161219_screenstar_xy27c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_E04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_E04_1_TP.png
89,89,459,WS032,WS032_1,E04,oligomycin,5.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,230,2,E04_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/E04_2/20161219_screenstar_xy28c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_E04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_E04_2_TP.png
90,90,460,WS032,WS032_1,E05,oligomycin,5.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,231,1,E05_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/E05_1/20161219_screenstar_xy25c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_E05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_E05_1_TP.png
91,91,461,WS032,WS032_1,E05,oligomycin,5.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,231,2,E05_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/E05_2/20161219_screenstar_xy26c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_E05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_E05_2_TP.png
92,92,474,WS032,WS032_1,F02,Pioglitazone,295.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,238,1,F02_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/F02_1/20161219_screenstar_xy33c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_F02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_F02_1_TP.png
93,93,475,WS032,WS032_1,F02,Pioglitazone,295.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,238,2,F02_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/F02_2/20161219_screenstar_xy34c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_F02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_F02_2_TP.png
94,94,476,WS032,WS032_1,F03,Pioglitazone,295.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,239,1,F03_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/F03_1/20161219_screenstar_xy35c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_F03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_F03_1_TP.png
95,95,477,WS032,WS032_1,F03,Pioglitazone,295.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,239,2,F03_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/F03_2/20161219_screenstar_xy36c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_F03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_F03_2_TP.png
96,96,478,WS032,WS032_1,F04,Pioglitazone,29.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,240,1,F04_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/F04_1/20161219_screenstar_xy37c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_F04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_F04_1_TP.png
97,97,479,WS032,WS032_1,F04,Pioglitazone,29.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,240,2,F04_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/F04_2/20161219_screenstar_xy38c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_F04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_F04_2_TP.png
98,98,480,WS032,WS032_1,F05,Pioglitazone,29.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,241,1,F05_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/F05_1/20161219_screenstar_xy39c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_F05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_F05_1_TP.png
99,99,481,WS032,WS032_1,F05,Pioglitazone,29.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,241,2,F05_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/F05_2/20161219_screenstar_xy40c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_F05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_F05_2_TP.png
100,100,494,WS032,WS032_1,G02,Troglitazone,639.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,248,1,G02_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/G02_1/20161219_screenstar_xy47c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_G02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_G02_1_TP.png
101,101,495,WS032,WS032_1,G02,Troglitazone,639.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,248,2,G02_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/G02_2/20161219_screenstar_xy48c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_G02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_G02_2_TP.png
102,102,496,WS032,WS032_1,G03,Troglitazone,639.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,249,1,G03_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/G03_1/20161219_screenstar_xy45c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_G03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_G03_1_TP.png
103,103,497,WS032,WS032_1,G03,Troglitazone,639.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,249,2,G03_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/G03_2/20161219_screenstar_xy46c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_G03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_G03_2_TP.png
104,104,498,WS032,WS032_1,G04,Troglitazone,64.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,250,1,G04_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/G04_1/20161219_screenstar_xy43c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_G04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_G04_1_TP.png
105,105,499,WS032,WS032_1,G04,Troglitazone,64.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,250,2,G04_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/G04_2/20161219_screenstar_xy44c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_G04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_G04_2_TP.png
106,106,500,WS032,WS032_1,G05,Troglitazone,64.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,251,1,G05_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/G05_1/20161219_screenstar_xy41c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_G05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_G05_1_TP.png
107,107,501,WS032,WS032_1,G05,Troglitazone,64.0,glucose,1,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,251,2,G05_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_1/Images/screenstar_tiff_wells/G05_2/20161219_screenstar_xy42c2.tif,/data/yangh/MitoTData_20200427_B/WS032_1_G05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_1_G05_2_TP.png
108,108,514,WS032,WS032_2,B07,DMEM,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,258,1,B07_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/B07_1/20161219_glass_xy01c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_B07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_B07_1_TP.png
109,109,515,WS032,WS032_2,B07,DMEM,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,258,2,B07_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/B07_2/20161219_glass_xy02c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_B07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_B07_2_TP.png
110,110,516,WS032,WS032_2,B08,DMEM,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,259,1,B08_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/B08_1/20161219_glass_xy03c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_B08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_B08_1_TP.png
111,111,517,WS032,WS032_2,B08,DMEM,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,259,2,B08_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/B08_2/20161219_glass_xy04c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_B08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_B08_2_TP.png
112,112,518,WS032,WS032_2,B09,DMEM,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,260,1,B09_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/B09_1/20161219_glass_xy05c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_B09_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_B09_1_TP.png
113,113,519,WS032,WS032_2,B09,DMEM,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,260,2,B09_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/B09_2/20161219_glass_xy06c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_B09_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_B09_2_TP.png
114,114,520,WS032,WS032_2,B10,DMEM,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,261,1,B10_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/B10_1/20161219_glass_xy07c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_B10_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_B10_1_TP.png
115,115,521,WS032,WS032_2,B10,DMEM,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,261,2,B10_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/B10_2/20161219_glass_xy08c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_B10_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_B10_2_TP.png
116,116,522,WS032,WS032_2,C07,DMSO,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,262,1,C07_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/C07_1/20161219_glass_xy15c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_C07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_C07_1_TP.png
117,117,523,WS032,WS032_2,C07,DMSO,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,262,2,C07_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/C07_2/20161219_glass_xy16c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_C07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_C07_2_TP.png
118,118,524,WS032,WS032_2,C08,DMSO,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,263,1,C08_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/C08_1/20161219_glass_xy13c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_C08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_C08_1_TP.png
119,119,525,WS032,WS032_2,C08,DMSO,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,263,2,C08_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/C08_2/20161219_glass_xy14c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_C08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_C08_2_TP.png
120,120,526,WS032,WS032_2,C09,DMSO,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,264,1,C09_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/C09_1/20161219_glass_xy11c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_C09_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_C09_1_TP.png
121,121,527,WS032,WS032_2,C09,DMSO,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,264,2,C09_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/C09_2/20161219_glass_xy12c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_C09_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_C09_2_TP.png
122,122,528,WS032,WS032_2,C10,DMSO,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,265,1,C10_1,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/C10_1/20161219_glass_xy09c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_C10_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_C10_1_TP.png
123,123,529,WS032,WS032_2,C10,DMSO,0.0,glucose,2,24.0,tp,MitoT,40x w,WT_HepG2,4000_40000,glass,1024,3x,YES,265,2,C10_2,,c2,/data/yangh/MitoTData_20200427_G/WS032_2/Images/glass_tiff_wells/C10_2/20161219_glass_xy10c2.tif,/data/yangh/MitoTData_20200427_B/WS032_2_C10_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS032_2_C10_2_TP.png
